Week,Day,Hour,Building,Demand_Prediction,Pressure_Multiplier,Timestep
2,Sunday,15,Grainger Library,0.408,1.0,327
2,Sunday,15,Funk Library,0.284,1.0,327
2,Sunday,15,Main Library,0.202,1.0,327
2,Sunday,15,Illini Union,0.237,1.0,327
2,Sunday,15,CIF,0.36,1.0,327
2,Sunday,15,BIF,0.161,1.0,327
2,Sunday,15,Siebel Center for CS,0.233,1.0,327
2,Sunday,15,Siebel Center for Design,0.181,1.0,327
2,Sunday,16,Grainger Library,0.392,1.0,328
2,Sunday,16,Funk Library,0.24,1.0,328
2,Sunday,16,Main Library,0.178,1.0,328
2,Sunday,16,Illini Union,0.312,1.0,328
2,Sunday,16,CIF,0.346,1.0,328
2,Sunday,16,BIF,0.143,1.0,328
2,Sunday,16,Siebel Center for CS,0.224,1.0,328
2,Sunday,16,Siebel Center for Design,0.153,1.0,328
2,Sunday,17,Grainger Library,0.347,1.0,329
2,Sunday,17,Funk Library,0.182,1.0,329
2,Sunday,17,Main Library,0.145,1.0,329
2,Sunday,17,Illini Union,0.369,1.0,329
2,Sunday,17,CIF,0.306,1.0,329
2,Sunday,17,BIF,0.116,1.0,329
2,Sunday,17,Siebel Center for CS,0.198,1.0,329
2,Sunday,17,Siebel Center for Design,0.116,1.0,329
2,Sunday,18,Grainger Library,0.283,1.0,330
2,Sunday,18,Funk Library,0.123,1.0,330
2,Sunday,18,Main Library,0.109,1.0,330
2,Sunday,18,Illini Union,0.39,1.0,330
2,Sunday,18,CIF,0.249,1.0,330
2,Sunday,18,BIF,0.087,1.0,330
2,Sunday,18,Siebel Center for CS,0.161,1.0,330
2,Sunday,18,Siebel Center for Design,0.078,1.0,330
2,Sunday,19,Grainger Library,0.212,1.0,331
2,Sunday,19,Funk Library,0.075,1.0,331
2,Sunday,19,Main Library,0.076,1.0,331
2,Sunday,19,Illini Union,0.369,1.0,331
2,Sunday,19,CIF,0.187,1.0,331
2,Sunday,19,BIF,0.061,1.0,331
2,Sunday,19,Siebel Center for CS,0.121,1.0,331
2,Sunday,19,Siebel Center for Design,0.048,1.0,331
2,Sunday,20,Grainger Library,0.147,1.0,332
2,Sunday,20,Funk Library,0.041,1.0,332
2,Sunday,20,Main Library,0.048,1.0,332
2,Sunday,20,Illini Union,0.312,1.0,332
2,Sunday,20,CIF,0.13,1.0,332
2,Sunday,20,BIF,0.039,1.0,332
2,Sunday,20,Siebel Center for CS,0.084,1.0,332
2,Sunday,20,Siebel Center for Design,0.026,1.0,332
2,Sunday,21,Grainger Library,0.094,1.0,333
2,Sunday,21,Funk Library,0.02,1.0,333
2,Sunday,21,Main Library,0.028,1.0,333
2,Sunday,21,Illini Union,0.237,1.0,333
2,Sunday,21,CIF,0.083,1.0,333
2,Sunday,21,BIF,0.023,1.0,333
2,Sunday,21,Siebel Center for CS,0.054,1.0,333
2,Sunday,21,Siebel Center for Design,0.013,1.0,333
2,Sunday,22,Grainger Library,0.055,1.0,334
2,Sunday,22,Funk Library,0.009,1.0,334
2,Sunday,22,Main Library,0.015,1.0,334
2,Sunday,22,Illini Union,0.16,1.0,334
2,Sunday,22,CIF,0.049,1.0,334
2,Sunday,22,BIF,0.012,1.0,334
2,Sunday,22,Siebel Center for CS,-1.0,1.0,334
2,Sunday,22,Siebel Center for Design,0.005,1.0,334
2,Sunday,23,Grainger Library,0.03,1.0,335
2,Sunday,23,Funk Library,0.003,1.0,335
2,Sunday,23,Main Library,-1.0,1.0,335
2,Sunday,23,Illini Union,-1.0,1.0,335
2,Sunday,23,CIF,-1.0,1.0,335
2,Sunday,23,BIF,0.006,1.0,335
2,Sunday,23,Siebel Center for CS,-1.0,1.0,335
2,Sunday,23,Siebel Center for Design,0.002,1.0,335
3,Monday,0,Grainger Library,0.0,1.133,336
3,Monday,0,Funk Library,0.0,1.133,336
3,Monday,0,Main Library,-1.133,1.133,336
3,Monday,0,Illini Union,-1.133,1.133,336
3,Monday,0,CIF,-1.133,1.133,336
3,Monday,0,BIF,-1.133,1.133,336
3,Monday,0,Siebel Center for CS,-1.133,1.133,336
3,Monday,0,Siebel Center for Design,-1.133,1.133,336
3,Monday,1,Grainger Library,0.0,1.133,337
3,Monday,1,Funk Library,0.0,1.133,337
3,Monday,1,Main Library,-1.133,1.133,337
3,Monday,1,Illini Union,-1.133,1.133,337
3,Monday,1,CIF,-1.133,1.133,337
3,Monday,1,BIF,-1.133,1.133,337
3,Monday,1,Siebel Center for CS,-1.133,1.133,337
3,Monday,1,Siebel Center for Design,-1.133,1.133,337
3,Monday,2,Grainger Library,0.001,1.133,338
3,Monday,2,Funk Library,-1.133,1.133,338
3,Monday,2,Main Library,-1.133,1.133,338
3,Monday,2,Illini Union,-1.133,1.133,338
3,Monday,2,CIF,-1.133,1.133,338
3,Monday,2,BIF,-1.133,1.133,338
3,Monday,2,Siebel Center for CS,-1.133,1.133,338
3,Monday,2,Siebel Center for Design,-1.133,1.133,338
3,Monday,3,Grainger Library,0.002,1.133,339
3,Monday,3,Funk Library,-1.133,1.133,339
3,Monday,3,Main Library,-1.133,1.133,339
3,Monday,3,Illini Union,-1.133,1.133,339
3,Monday,3,CIF,-1.133,1.133,339
3,Monday,3,BIF,-1.133,1.133,339
3,Monday,3,Siebel Center for CS,-1.133,1.133,339
3,Monday,3,Siebel Center for Design,-1.133,1.133,339
3,Monday,4,Grainger Library,0.006,1.133,340
3,Monday,4,Funk Library,-1.133,1.133,340
3,Monday,4,Main Library,-1.133,1.133,340
3,Monday,4,Illini Union,-1.133,1.133,340
3,Monday,4,CIF,-1.133,1.133,340
3,Monday,4,BIF,-1.133,1.133,340
3,Monday,4,Siebel Center for CS,-1.133,1.133,340
3,Monday,4,Siebel Center for Design,-1.133,1.133,340
3,Monday,5,Grainger Library,0.013,1.133,341
3,Monday,5,Funk Library,-1.133,1.133,341
3,Monday,5,Main Library,-1.133,1.133,341
3,Monday,5,Illini Union,-1.133,1.133,341
3,Monday,5,CIF,-1.133,1.133,341
3,Monday,5,BIF,-1.133,1.133,341
3,Monday,5,Siebel Center for CS,-1.133,1.133,341
3,Monday,5,Siebel Center for Design,-1.133,1.133,341
3,Monday,6,Grainger Library,0.028,1.133,342
3,Monday,6,Funk Library,-1.133,1.133,342
3,Monday,6,Main Library,-1.133,1.133,342
3,Monday,6,Illini Union,-1.133,1.133,342
3,Monday,6,CIF,-1.133,1.133,342
3,Monday,6,BIF,0.047,1.133,342
3,Monday,6,Siebel Center for CS,-1.133,1.133,342
3,Monday,6,Siebel Center for Design,-1.133,1.133,342
3,Monday,7,Grainger Library,0.057,1.133,343
3,Monday,7,Funk Library,-1.133,1.133,343
3,Monday,7,Main Library,-1.133,1.133,343
3,Monday,7,Illini Union,0.037,1.133,343
3,Monday,7,CIF,0.05,1.133,343
3,Monday,7,BIF,0.086,1.133,343
3,Monday,7,Siebel Center for CS,0.032,1.133,343
3,Monday,7,Siebel Center for Design,0.073,1.133,343
3,Monday,8,Grainger Library,0.104,1.133,344
3,Monday,8,Funk Library,0.212,1.133,344
3,Monday,8,Main Library,0.182,1.133,344
3,Monday,8,Illini Union,0.115,1.133,344
3,Monday,8,CIF,0.092,1.133,344
3,Monday,8,BIF,0.146,1.133,344
3,Monday,8,Siebel Center for CS,0.06,1.133,344
3,Monday,8,Siebel Center for Design,0.135,1.133,344
3,Monday,9,Grainger Library,0.177,1.133,345
3,Monday,9,Funk Library,0.349,1.133,345
3,Monday,9,Main Library,0.286,1.133,345
3,Monday,9,Illini Union,0.276,1.133,345
3,Monday,9,CIF,0.156,1.133,345
3,Monday,9,BIF,0.229,1.133,345
3,Monday,9,Siebel Center for CS,0.101,1.133,345
3,Monday,9,Siebel Center for Design,0.222,1.133,345
3,Monday,10,Grainger Library,0.278,1.133,346
3,Monday,10,Funk Library,0.515,1.133,346
3,Monday,10,Main Library,0.413,1.133,346
3,Monday,10,Illini Union,0.515,1.133,346
3,Monday,10,CIF,0.245,1.133,346
3,Monday,10,BIF,0.33,1.133,346
3,Monday,10,Siebel Center for CS,0.159,1.133,346
3,Monday,10,Siebel Center for Design,0.328,1.133,346
3,Monday,11,Grainger Library,0.401,1.133,347
3,Monday,11,Funk Library,0.68,1.133,347
3,Monday,11,Main Library,0.549,1.133,347
3,Monday,11,Illini Union,0.75,1.133,347
3,Monday,11,CIF,0.354,1.133,347
3,Monday,11,BIF,0.439,1.133,347
3,Monday,11,Siebel Center for CS,0.229,1.133,347
3,Monday,11,Siebel Center for Design,0.433,1.133,347
3,Monday,12,Grainger Library,0.533,1.133,348
3,Monday,12,Funk Library,0.804,1.133,348
3,Monday,12,Main Library,0.673,1.133,348
3,Monday,12,Illini Union,0.85,1.133,348
3,Monday,12,CIF,0.471,1.133,348
3,Monday,12,BIF,0.539,1.133,348
3,Monday,12,Siebel Center for CS,0.305,1.133,348
3,Monday,12,Siebel Center for Design,0.511,1.133,348
3,Monday,13,Grainger Library,0.654,1.133,349
3,Monday,13,Funk Library,0.85,1.133,349
3,Monday,13,Main Library,0.761,1.133,349
3,Monday,13,Illini Union,0.75,1.133,349
3,Monday,13,CIF,0.577,1.133,349
3,Monday,13,BIF,0.609,1.133,349
3,Monday,13,Siebel Center for CS,0.374,1.133,349
3,Monday,13,Siebel Center for Design,0.541,1.133,349
3,Monday,14,Grainger Library,0.739,1.133,350
3,Monday,14,Funk Library,0.804,1.133,350
3,Monday,14,Main Library,0.793,1.133,350
3,Monday,14,Illini Union,0.515,1.133,350
3,Monday,14,CIF,0.652,1.133,350
3,Monday,14,BIF,0.634,1.133,350
3,Monday,14,Siebel Center for CS,0.423,1.133,350
3,Monday,14,Siebel Center for Design,0.511,1.133,350
3,Monday,15,Grainger Library,0.77,1.133,351
3,Monday,15,Funk Library,0.68,1.133,351
3,Monday,15,Main Library,0.761,1.133,351
3,Monday,15,Illini Union,0.447,1.133,351
3,Monday,15,CIF,0.68,1.133,351
3,Monday,15,BIF,0.609,1.133,351
3,Monday,15,Siebel Center for CS,0.44,1.133,351
3,Monday,15,Siebel Center for Design,0.433,1.133,351
3,Monday,16,Grainger Library,0.739,1.133,352
3,Monday,16,Funk Library,0.515,1.133,352
3,Monday,16,Main Library,0.673,1.133,352
3,Monday,16,Illini Union,0.59,1.133,352
3,Monday,16,CIF,0.652,1.133,352
3,Monday,16,BIF,0.539,1.133,352
3,Monday,16,Siebel Center for CS,0.423,1.133,352
3,Monday,16,Siebel Center for Design,0.328,1.133,352
3,Monday,17,Grainger Library,0.654,1.133,353
3,Monday,17,Funk Library,0.349,1.133,353
3,Monday,17,Main Library,0.549,1.133,353
3,Monday,17,Illini Union,0.696,1.133,353
3,Monday,17,CIF,0.577,1.133,353
3,Monday,17,BIF,0.439,1.133,353
3,Monday,17,Siebel Center for CS,0.374,1.133,353
3,Monday,17,Siebel Center for Design,0.222,1.133,353
3,Monday,18,Grainger Library,0.533,1.133,354
3,Monday,18,Funk Library,0.212,1.133,354
3,Monday,18,Main Library,0.413,1.133,354
3,Monday,18,Illini Union,0.736,1.133,354
3,Monday,18,CIF,0.471,1.133,354
3,Monday,18,BIF,0.33,1.133,354
3,Monday,18,Siebel Center for CS,0.305,1.133,354
3,Monday,18,Siebel Center for Design,0.135,1.133,354
3,Monday,19,Grainger Library,0.401,1.133,355
3,Monday,19,Funk Library,0.115,1.133,355
3,Monday,19,Main Library,0.286,1.133,355
3,Monday,19,Illini Union,0.696,1.133,355
3,Monday,19,CIF,0.354,1.133,355
3,Monday,19,BIF,0.229,1.133,355
3,Monday,19,Siebel Center for CS,0.229,1.133,355
3,Monday,19,Siebel Center for Design,0.073,1.133,355
3,Monday,20,Grainger Library,0.278,1.133,356
3,Monday,20,Funk Library,0.056,1.133,356
3,Monday,20,Main Library,0.182,1.133,356
3,Monday,20,Illini Union,0.59,1.133,356
3,Monday,20,CIF,0.245,1.133,356
3,Monday,20,BIF,0.146,1.133,356
3,Monday,20,Siebel Center for CS,0.159,1.133,356
3,Monday,20,Siebel Center for Design,0.036,1.133,356
3,Monday,21,Grainger Library,0.177,1.133,357
3,Monday,21,Funk Library,0.024,1.133,357
3,Monday,21,Main Library,0.107,1.133,357
3,Monday,21,Illini Union,0.447,1.133,357
3,Monday,21,CIF,0.156,1.133,357
3,Monday,21,BIF,0.086,1.133,357
3,Monday,21,Siebel Center for CS,0.101,1.133,357
3,Monday,21,Siebel Center for Design,0.015,1.133,357
3,Monday,22,Grainger Library,0.104,1.133,358
3,Monday,22,Funk Library,0.009,1.133,358
3,Monday,22,Main Library,0.058,1.133,358
3,Monday,22,Illini Union,0.303,1.133,358
3,Monday,22,CIF,0.092,1.133,358
3,Monday,22,BIF,0.047,1.133,358
3,Monday,22,Siebel Center for CS,-1.133,1.133,358
3,Monday,22,Siebel Center for Design,0.006,1.133,358
3,Monday,23,Grainger Library,0.057,1.133,359
3,Monday,23,Funk Library,0.003,1.133,359
3,Monday,23,Main Library,-1.133,1.133,359
3,Monday,23,Illini Union,-1.133,1.133,359
3,Monday,23,CIF,-1.133,1.133,359
3,Monday,23,BIF,0.023,1.133,359
3,Monday,23,Siebel Center for CS,-1.133,1.133,359
3,Monday,23,Siebel Center for Design,0.002,1.133,359
3,Tuesday,0,Grainger Library,0.0,1.379,360
3,Tuesday,0,Funk Library,0.0,1.379,360
3,Tuesday,0,Main Library,-1.379,1.379,360
3,Tuesday,0,Illini Union,-1.379,1.379,360
3,Tuesday,0,CIF,-1.379,1.379,360
3,Tuesday,0,BIF,-1.379,1.379,360
3,Tuesday,0,Siebel Center for CS,-1.379,1.379,360
3,Tuesday,0,Siebel Center for Design,-1.379,1.379,360
3,Tuesday,1,Grainger Library,0.0,1.379,361
3,Tuesday,1,Funk Library,0.0,1.379,361
3,Tuesday,1,Main Library,-1.379,1.379,361
3,Tuesday,1,Illini Union,-1.379,1.379,361
3,Tuesday,1,CIF,-1.379,1.379,361
3,Tuesday,1,BIF,-1.379,1.379,361
3,Tuesday,1,Siebel Center for CS,-1.379,1.379,361
3,Tuesday,1,Siebel Center for Design,-1.379,1.379,361
3,Tuesday,2,Grainger Library,0.001,1.379,362
3,Tuesday,2,Funk Library,-1.379,1.379,362
3,Tuesday,2,Main Library,-1.379,1.379,362
3,Tuesday,2,Illini Union,-1.379,1.379,362
3,Tuesday,2,CIF,-1.379,1.379,362
3,Tuesday,2,BIF,-1.379,1.379,362
3,Tuesday,2,Siebel Center for CS,-1.379,1.379,362
3,Tuesday,2,Siebel Center for Design,-1.379,1.379,362
3,Tuesday,3,Grainger Library,0.003,1.379,363
3,Tuesday,3,Funk Library,-1.379,1.379,363
3,Tuesday,3,Main Library,-1.379,1.379,363
3,Tuesday,3,Illini Union,-1.379,1.379,363
3,Tuesday,3,CIF,-1.379,1.379,363
3,Tuesday,3,BIF,-1.379,1.379,363
3,Tuesday,3,Siebel Center for CS,-1.379,1.379,363
3,Tuesday,3,Siebel Center for Design,-1.379,1.379,363
3,Tuesday,4,Grainger Library,0.007,1.379,364
3,Tuesday,4,Funk Library,-1.379,1.379,364
3,Tuesday,4,Main Library,-1.379,1.379,364
3,Tuesday,4,Illini Union,-1.379,1.379,364
3,Tuesday,4,CIF,-1.379,1.379,364
3,Tuesday,4,BIF,-1.379,1.379,364
3,Tuesday,4,Siebel Center for CS,-1.379,1.379,364
3,Tuesday,4,Siebel Center for Design,-1.379,1.379,364
3,Tuesday,5,Grainger Library,0.016,1.379,365
3,Tuesday,5,Funk Library,-1.379,1.379,365
3,Tuesday,5,Main Library,-1.379,1.379,365
3,Tuesday,5,Illini Union,-1.379,1.379,365
3,Tuesday,5,CIF,-1.379,1.379,365
3,Tuesday,5,BIF,-1.379,1.379,365
3,Tuesday,5,Siebel Center for CS,-1.379,1.379,365
3,Tuesday,5,Siebel Center for Design,-1.379,1.379,365
3,Tuesday,6,Grainger Library,0.034,1.379,366
3,Tuesday,6,Funk Library,-1.379,1.379,366
3,Tuesday,6,Main Library,-1.379,1.379,366
3,Tuesday,6,Illini Union,-1.379,1.379,366
3,Tuesday,6,CIF,-1.379,1.379,366
3,Tuesday,6,BIF,0.057,1.379,366
3,Tuesday,6,Siebel Center for CS,-1.379,1.379,366
3,Tuesday,6,Siebel Center for Design,-1.379,1.379,366
3,Tuesday,7,Grainger Library,0.069,1.379,367
3,Tuesday,7,Funk Library,-1.379,1.379,367
3,Tuesday,7,Main Library,-1.379,1.379,367
3,Tuesday,7,Illini Union,0.045,1.379,367
3,Tuesday,7,CIF,0.061,1.379,367
3,Tuesday,7,BIF,0.105,1.379,367
3,Tuesday,7,Siebel Center for CS,0.039,1.379,367
3,Tuesday,7,Siebel Center for Design,0.043,1.379,367
3,Tuesday,8,Grainger Library,0.127,1.379,368
3,Tuesday,8,Funk Library,0.14,1.379,368
3,Tuesday,8,Main Library,0.222,1.379,368
3,Tuesday,8,Illini Union,0.14,1.379,368
3,Tuesday,8,CIF,0.112,1.379,368
3,Tuesday,8,BIF,0.178,1.379,368
3,Tuesday,8,Siebel Center for CS,0.073,1.379,368
3,Tuesday,8,Siebel Center for Design,0.089,1.379,368
3,Tuesday,9,Grainger Library,0.216,1.379,369
3,Tuesday,9,Funk Library,0.258,1.379,369
3,Tuesday,9,Main Library,0.348,1.379,369
3,Tuesday,9,Illini Union,0.336,1.379,369
3,Tuesday,9,CIF,0.19,1.379,369
3,Tuesday,9,BIF,0.278,1.379,369
3,Tuesday,9,Siebel Center for CS,0.123,1.379,369
3,Tuesday,9,Siebel Center for Design,0.164,1.379,369
3,Tuesday,10,Grainger Library,0.338,1.379,370
3,Tuesday,10,Funk Library,0.425,1.379,370
3,Tuesday,10,Main Library,0.502,1.379,370
3,Tuesday,10,Illini Union,0.627,1.379,370
3,Tuesday,10,CIF,0.298,1.379,370
3,Tuesday,10,BIF,0.402,1.379,370
3,Tuesday,10,Siebel Center for CS,0.193,1.379,370
3,Tuesday,10,Siebel Center for Design,0.271,1.379,370
3,Tuesday,11,Grainger Library,0.488,1.379,371
3,Tuesday,11,Funk Library,0.627,1.379,371
3,Tuesday,11,Main Library,0.669,1.379,371
3,Tuesday,11,Illini Union,0.913,1.379,371
3,Tuesday,11,CIF,0.431,1.379,371
3,Tuesday,11,BIF,0.535,1.379,371
3,Tuesday,11,Siebel Center for CS,0.279,1.379,371
3,Tuesday,11,Siebel Center for Design,0.399,1.379,371
3,Tuesday,12,Grainger Library,0.652,1.379,372
3,Tuesday,12,Funk Library,0.83,1.379,372
3,Tuesday,12,Main Library,0.821,1.379,372
3,Tuesday,12,Illini Union,1.0,1.379,372
3,Tuesday,12,CIF,0.575,1.379,372
3,Tuesday,12,BIF,0.657,1.379,372
3,Tuesday,12,Siebel Center for CS,0.372,1.379,372
3,Tuesday,12,Siebel Center for Design,0.528,1.379,372
3,Tuesday,13,Grainger Library,0.797,1.379,373
3,Tuesday,13,Funk Library,0.979,1.379,373
3,Tuesday,13,Main Library,0.927,1.379,373
3,Tuesday,13,Illini Union,0.913,1.379,373
3,Tuesday,13,CIF,0.703,1.379,373
3,Tuesday,13,BIF,0.742,1.379,373
3,Tuesday,13,Siebel Center for CS,0.455,1.379,373
3,Tuesday,13,Siebel Center for Design,0.623,1.379,373
3,Tuesday,14,Grainger Library,0.902,1.379,374
3,Tuesday,14,Funk Library,1.0,1.379,374
3,Tuesday,14,Main Library,0.967,1.379,374
3,Tuesday,14,Illini Union,0.629,1.379,374
3,Tuesday,14,CIF,0.796,1.379,374
3,Tuesday,14,BIF,0.773,1.379,374
3,Tuesday,14,Siebel Center for CS,0.515,1.379,374
3,Tuesday,14,Siebel Center for Design,0.659,1.379,374
3,Tuesday,15,Grainger Library,0.938,1.379,375
3,Tuesday,15,Funk Library,0.979,1.379,375
3,Tuesday,15,Main Library,0.927,1.379,375
3,Tuesday,15,Illini Union,0.544,1.379,375
3,Tuesday,15,CIF,0.828,1.379,375
3,Tuesday,15,BIF,0.742,1.379,375
3,Tuesday,15,Siebel Center for CS,0.536,1.379,375
3,Tuesday,15,Siebel Center for Design,0.623,1.379,375
3,Tuesday,16,Grainger Library,0.9,1.379,376
3,Tuesday,16,Funk Library,0.828,1.379,376
3,Tuesday,16,Main Library,0.82,1.379,376
3,Tuesday,16,Illini Union,0.718,1.379,376
3,Tuesday,16,CIF,0.794,1.379,376
3,Tuesday,16,BIF,0.656,1.379,376
3,Tuesday,16,Siebel Center for CS,0.515,1.379,376
3,Tuesday,16,Siebel Center for Design,0.527,1.379,376
3,Tuesday,17,Grainger Library,0.797,1.379,377
3,Tuesday,17,Funk Library,0.627,1.379,377
3,Tuesday,17,Main Library,0.669,1.379,377
3,Tuesday,17,Illini Union,0.848,1.379,377
3,Tuesday,17,CIF,0.703,1.379,377
3,Tuesday,17,BIF,0.535,1.379,377
3,Tuesday,17,Siebel Center for CS,0.455,1.379,377
3,Tuesday,17,Siebel Center for Design,0.399,1.379,377
3,Tuesday,18,Grainger Library,0.65,1.379,378
3,Tuesday,18,Funk Library,0.425,1.379,378
3,Tuesday,18,Main Library,0.502,1.379,378
3,Tuesday,18,Illini Union,0.897,1.379,378
3,Tuesday,18,CIF,0.573,1.379,378
3,Tuesday,18,BIF,0.402,1.379,378
3,Tuesday,18,Siebel Center for CS,0.371,1.379,378
3,Tuesday,18,Siebel Center for Design,0.271,1.379,378
3,Tuesday,19,Grainger Library,0.488,1.379,379
3,Tuesday,19,Funk Library,0.258,1.379,379
3,Tuesday,19,Main Library,0.348,1.379,379
3,Tuesday,19,Illini Union,0.848,1.379,379
3,Tuesday,19,CIF,0.431,1.379,379
3,Tuesday,19,BIF,0.278,1.379,379
3,Tuesday,19,Siebel Center for CS,0.279,1.379,379
3,Tuesday,19,Siebel Center for Design,0.164,1.379,379
3,Tuesday,20,Grainger Library,0.338,1.379,380
3,Tuesday,20,Funk Library,0.14,1.379,380
3,Tuesday,20,Main Library,0.222,1.379,380
3,Tuesday,20,Illini Union,0.718,1.379,380
3,Tuesday,20,CIF,0.298,1.379,380
3,Tuesday,20,BIF,0.178,1.379,380
3,Tuesday,20,Siebel Center for CS,0.193,1.379,380
3,Tuesday,20,Siebel Center for Design,0.089,1.379,380
3,Tuesday,21,Grainger Library,0.216,1.379,381
3,Tuesday,21,Funk Library,0.068,1.379,381
3,Tuesday,21,Main Library,0.131,1.379,381
3,Tuesday,21,Illini Union,0.544,1.379,381
3,Tuesday,21,CIF,0.19,1.379,381
3,Tuesday,21,BIF,0.105,1.379,381
3,Tuesday,21,Siebel Center for CS,0.123,1.379,381
3,Tuesday,21,Siebel Center for Design,0.043,1.379,381
3,Tuesday,22,Grainger Library,0.127,1.379,382
3,Tuesday,22,Funk Library,0.03,1.379,382
3,Tuesday,22,Main Library,0.071,1.379,382
3,Tuesday,22,Illini Union,0.369,1.379,382
3,Tuesday,22,CIF,0.112,1.379,382
3,Tuesday,22,BIF,0.057,1.379,382
3,Tuesday,22,Siebel Center for CS,-1.379,1.379,382
3,Tuesday,22,Siebel Center for Design,0.019,1.379,382
3,Tuesday,23,Grainger Library,0.069,1.379,383
3,Tuesday,23,Funk Library,0.011,1.379,383
3,Tuesday,23,Main Library,-1.379,1.379,383
3,Tuesday,23,Illini Union,-1.379,1.379,383
3,Tuesday,23,CIF,-1.379,1.379,383
3,Tuesday,23,BIF,0.028,1.379,383
3,Tuesday,23,Siebel Center for CS,-1.379,1.379,383
3,Tuesday,23,Siebel Center for Design,0.007,1.379,383
3,Wednesday,0,Grainger Library,0.0,1.236,384
3,Wednesday,0,Funk Library,0.0,1.236,384
3,Wednesday,0,Main Library,-1.236,1.236,384
3,Wednesday,0,Illini Union,-1.236,1.236,384
3,Wednesday,0,CIF,-1.236,1.236,384
3,Wednesday,0,BIF,-1.236,1.236,384
3,Wednesday,0,Siebel Center for CS,-1.236,1.236,384
3,Wednesday,0,Siebel Center for Design,-1.236,1.236,384
3,Wednesday,1,Grainger Library,0.0,1.236,385
3,Wednesday,1,Funk Library,0.0,1.236,385
3,Wednesday,1,Main Library,-1.236,1.236,385
3,Wednesday,1,Illini Union,-1.236,1.236,385
3,Wednesday,1,CIF,-1.236,1.236,385
3,Wednesday,1,BIF,-1.236,1.236,385
3,Wednesday,1,Siebel Center for CS,-1.236,1.236,385
3,Wednesday,1,Siebel Center for Design,-1.236,1.236,385
3,Wednesday,2,Grainger Library,0.001,1.236,386
3,Wednesday,2,Funk Library,-1.236,1.236,386
3,Wednesday,2,Main Library,-1.236,1.236,386
3,Wednesday,2,Illini Union,-1.236,1.236,386
3,Wednesday,2,CIF,-1.236,1.236,386
3,Wednesday,2,BIF,-1.236,1.236,386
3,Wednesday,2,Siebel Center for CS,-1.236,1.236,386
3,Wednesday,2,Siebel Center for Design,-1.236,1.236,386
3,Wednesday,3,Grainger Library,0.003,1.236,387
3,Wednesday,3,Funk Library,-1.236,1.236,387
3,Wednesday,3,Main Library,-1.236,1.236,387
3,Wednesday,3,Illini Union,-1.236,1.236,387
3,Wednesday,3,CIF,-1.236,1.236,387
3,Wednesday,3,BIF,-1.236,1.236,387
3,Wednesday,3,Siebel Center for CS,-1.236,1.236,387
3,Wednesday,3,Siebel Center for Design,-1.236,1.236,387
3,Wednesday,4,Grainger Library,0.007,1.236,388
3,Wednesday,4,Funk Library,-1.236,1.236,388
3,Wednesday,4,Main Library,-1.236,1.236,388
3,Wednesday,4,Illini Union,-1.236,1.236,388
3,Wednesday,4,CIF,-1.236,1.236,388
3,Wednesday,4,BIF,-1.236,1.236,388
3,Wednesday,4,Siebel Center for CS,-1.236,1.236,388
3,Wednesday,4,Siebel Center for Design,-1.236,1.236,388
3,Wednesday,5,Grainger Library,0.017,1.236,389
3,Wednesday,5,Funk Library,-1.236,1.236,389
3,Wednesday,5,Main Library,-1.236,1.236,389
3,Wednesday,5,Illini Union,-1.236,1.236,389
3,Wednesday,5,CIF,-1.236,1.236,389
3,Wednesday,5,BIF,-1.236,1.236,389
3,Wednesday,5,Siebel Center for CS,-1.236,1.236,389
3,Wednesday,5,Siebel Center for Design,-1.236,1.236,389
3,Wednesday,6,Grainger Library,0.036,1.236,390
3,Wednesday,6,Funk Library,-1.236,1.236,390
3,Wednesday,6,Main Library,-1.236,1.236,390
3,Wednesday,6,Illini Union,-1.236,1.236,390
3,Wednesday,6,CIF,-1.236,1.236,390
3,Wednesday,6,BIF,0.051,1.236,390
3,Wednesday,6,Siebel Center for CS,-1.236,1.236,390
3,Wednesday,6,Siebel Center for Design,-1.236,1.236,390
3,Wednesday,7,Grainger Library,0.073,1.236,391
3,Wednesday,7,Funk Library,-1.236,1.236,391
3,Wednesday,7,Main Library,-1.236,1.236,391
3,Wednesday,7,Illini Union,0.041,1.236,391
3,Wednesday,7,CIF,0.064,1.236,391
3,Wednesday,7,BIF,0.094,1.236,391
3,Wednesday,7,Siebel Center for CS,0.041,1.236,391
3,Wednesday,7,Siebel Center for Design,0.08,1.236,391
3,Wednesday,8,Grainger Library,0.134,1.236,392
3,Wednesday,8,Funk Library,0.231,1.236,392
3,Wednesday,8,Main Library,0.199,1.236,392
3,Wednesday,8,Illini Union,0.125,1.236,392
3,Wednesday,8,CIF,0.118,1.236,392
3,Wednesday,8,BIF,0.159,1.236,392
3,Wednesday,8,Siebel Center for CS,0.076,1.236,392
3,Wednesday,8,Siebel Center for Design,0.147,1.236,392
3,Wednesday,9,Grainger Library,0.228,1.236,393
3,Wednesday,9,Funk Library,0.381,1.236,393
3,Wednesday,9,Main Library,0.312,1.236,393
3,Wednesday,9,Illini Union,0.301,1.236,393
3,Wednesday,9,CIF,0.201,1.236,393
3,Wednesday,9,BIF,0.25,1.236,393
3,Wednesday,9,Siebel Center for CS,0.13,1.236,393
3,Wednesday,9,Siebel Center for Design,0.243,1.236,393
3,Wednesday,10,Grainger Library,0.356,1.236,394
3,Wednesday,10,Funk Library,0.562,1.236,394
